timestamp,text,toxicity_score,model_label
2025-11-23 17:58:15.759845,hi I'm doing well how are you,0.003176130587235093,0
2025-11-23 17:58:22.702260,I hate you,0.9974586367607117,1
2025-11-23 18:14:30.037602,microphone check 12311 12345,0.0007299213320948184,0
2025-11-23 18:14:50.372506,issues,0.0011697743320837617,0
2025-11-23 18:43:32.814363,VEVO Japan Willow Japan,0.000832947320304811,0
2025-11-23 18:44:09.053485,she is so desperate to hide how fast it's population,0.006667044945061207,0
2025-11-23 18:44:10.908182,hello hello,0.0013148904545232654,0
2025-11-23 20:26:05.818051,1 2 3 hello,0.001654720981605351,0
2025-11-23 20:26:09.969932,I got blue eyes,0.0016227028099820018,0
2025-11-23 20:26:16.762871,I hate blue,0.9952162504196167,1
2025-11-23 20:26:20.775718,blues amazing,0.0021696463227272034,0
2025-11-23 20:26:28.475994,absolutely great,0.0008925053989514709,0
2025-11-23 20:26:34.657441,how are you doing,0.003739793784916401,0
2025-11-23 20:26:55.593250,ice cream is bad,0.0037486390210688114,0
2025-11-23 20:27:06.219207,I love ice,0.0022456964943557978,0
2025-11-23 20:27:12.227142,I love ice,0.0022456964943557978,0
2025-11-23 20:27:19.144255,hello ice,0.0014989153714850545,0
2025-11-23 20:27:30.032930,super duper duper,0.003016408998519182,0
2025-11-23 20:27:39.121885,I will kill you,0.9972565770149231,1
2025-11-23 20:27:44.246043,can we not have,0.001394175924360752,0
2025-11-23 20:27:55.393712,we should talk,0.0008440446108579636,0
2025-11-23 20:27:59.544473,not going to talk,0.0012649085838347673,0
2025-11-23 20:28:09.473550,I hate you,0.9974586367607117,1
2025-11-23 20:28:13.501855,I'll kill you,0.996791422367096,1
2025-11-23 20:28:17.303268,I'll support you,0.002823206130415201,0
2025-11-23 20:57:31.339966,I like blue colour,0.0012632404686883092,0
2025-11-23 20:57:37.684993,I hate,0.9971190690994263,1
2025-11-23 20:57:43.311796,tell me about blue,0.0014752621063962579,0
2025-11-23 20:58:17.874523,I hate blue colour,0.9750712513923645,1
2025-11-23 20:58:28.130717,I love blue colour,0.0007378379814326763,0
2025-11-23 20:58:36.088757,I like blue,0.003362958785146475,0
2025-11-23 20:59:23.901092,shit shit shit shit shit shit shit shit,0.9976968169212341,1
2025-11-23 20:59:38.589997,amazing this is amazing,0.001652836217544973,0
2025-11-23 21:01:22.114246,why isn't it working properly,0.0032013130839914083,0
2025-11-23 21:01:24.334722,system,0.000716577225830406,0
2025-11-23 21:01:58.459997,system update system,0.0005069042672403157,0
2025-11-23 21:02:03.665677,what am I doing wrong,0.001549911918118596,0
2025-11-23 21:02:10.009347,what is it let's go let's go to the disco,0.006119126453995705,0
2025-11-23 21:02:13.426572,that is good,0.0020928422454744577,0
2025-11-23 21:02:24.234951,let's do,0.0028291079215705395,0
2025-11-23 21:02:27.909554,I hate bro,0.9971143007278442,1
2025-11-23 21:02:36.215569,spirit,0.0010029422119259834,0
2025-11-23 21:02:44.661966,spit spit spit spit spit rapid,0.9970192909240723,1
2025-11-23 21:07:06.714053,amazing,0.001822020742110908,0
2025-11-23 21:07:11.243220,this is great,0.0014955215156078339,0
2025-11-23 21:07:14.898531,I love blue,0.0011640865122899413,0
2025-11-23 21:07:20.055461,I hate blue I love blue,0.9640233516693115,1
2025-11-23 21:09:08.246945,I like,0.007579171098768711,0
2025-11-23 21:09:24.828997,I hate blue,0.9952162504196167,1
2025-11-23 21:09:50.663303,I like blue colour,0.0012632404686883092,0
2025-11-23 21:10:07.766579,I like,0.007579171098768711,0
2025-11-23 21:10:09.999247,I hate,0.9971190690994263,1
2025-11-23 21:11:03.894963,I like blue,0.003362958785146475,0
2025-11-23 21:11:08.656139,I hate blue,0.9952162504196167,1
2025-11-23 21:11:35.871334,I like blue colour,0.0012632404686883092,0
2025-11-23 21:12:28.375541,I hate blue,0.9952162504196167,1
2025-11-23 21:12:32.246737,I like blue,0.003362958785146475,0
2025-11-23 21:13:01.247180,I like blue colour,0.0012632404686883092,0
2025-11-23 21:13:04.218278,I like blue,0.003362958785146475,0
2025-11-23 21:13:07.288281,I hate blue,0.9952162504196167,1
2025-11-23 21:13:12.604736,I like blue,0.003362958785146475,0
2025-11-23 21:13:16.317722,I hate blue,0.9952162504196167,1
2025-11-23 21:13:49.247639,I like blue,0.003362958785146475,0
2025-11-23 21:13:55.384735,I hate blue,0.9952162504196167,1
2025-11-23 21:14:14.147016,I like blue colour,0.0012632404686883092,0
2025-11-23 21:14:26.810576,I like blue,0.003362958785146475,0
2025-11-23 21:14:29.421638,I hate blue,0.9952162504196167,1
2025-11-23 21:14:33.550875,I like blue,0.003362958785146475,0
2025-11-23 21:14:37.873102,I like,0.007579171098768711,0
2025-11-23 21:14:42.144173,I like blue,0.003362958785146475,0
2025-11-23 21:14:45.254988,I hate blue,0.9952162504196167,1
2025-11-23 21:14:52.817939,I hate blue,0.9952162504196167,1
2025-11-23 21:14:58.235233,I like blue,0.003362958785146475,0
2025-11-23 21:18:42.296690,hello hello 1 2 3 1 2 3 microphone check,0.0010696672834455967,0
2025-11-23 21:18:47.457665,I like glue,0.01130032166838646,0
2025-11-23 21:18:50.942778,I like blue,0.003362958785146475,0
2025-11-23 21:18:54.290169,I don't like,0.007596136070787907,0
2025-11-23 21:18:58.301790,I hate blue,0.9952162504196167,1
2025-11-23 21:19:09.501826,I love chocolate,0.002184914890676737,0
2025-11-23 21:19:13.568450,this is amazing,0.0021732260938733816,0
2025-11-23 21:19:17.642666,let's do it,0.0027854773215949535,0
2025-11-23 21:19:23.278395,compliance,0.0006888870266266167,0
2025-11-23 21:19:27.463486,smoking kills,0.9785134792327881,1
2025-11-23 21:19:31.816660,you shouldn't smoke,0.17408275604248047,0
2025-11-23 21:19:37.428619,let's go for a walk,0.003327803686261177,0
2025-11-23 21:19:42.185208,do not walk,0.0022679276298731565,0
2025-11-23 21:19:47.151562,grab my,0.010305678471922874,0
2025-11-23 21:19:50.289022,grab my,0.010305678471922874,0
2025-11-23 21:19:54.023839,grab my aunt,0.009406056255102158,0
2025-11-23 21:20:00.742770,walk this,0.004682521801441908,0
2025-11-23 21:20:05.892661,Walk This Way,0.002908503171056509,0
2025-11-23 21:20:08.364140,this,0.004061429761350155,0
2025-11-23 21:20:13.244519,ram ram ram,0.0032817802857607603,0
2025-11-23 21:20:23.255425,oh my god my back hurts,0.015092674642801285,0
2025-11-23 21:20:28.670968,my back is killing me,0.5084589719772339,1
2025-11-23 21:20:33.685164,I need to go for stretch,0.0010115861659869552,0
2025-11-23 21:20:45.479346,I was killing it at the gym,0.18880189955234528,0
2025-11-23 21:20:58.175722,I wasn't killing it at the gym,0.04787261411547661,0
2025-11-23 21:21:04.404453,why I wasn't it going at the gym,0.003439447144046426,0
2025-11-23 21:34:44.208303,12311,0.0011817400809377432,0
2025-11-23 21:34:54.467961,how fast does it react to what I say,0.0013127470156177878,0
2025-11-23 21:35:07.060356,brown fox jumps over the lazy,0.05869356915354729,0
2025-11-23 21:35:13.396267,hello world this is still live demonstration,0.001183665357530117,0
2025-11-23 21:35:17.935572,system check complete all systems functional,0.0004905594396404922,0
2025-11-23 21:35:21.274972,I can do this,0.002067046007141471,0
2025-11-23 21:35:24.699847,I cannot,0.0020058576483279467,0
2025-11-23 21:35:28.744707,I can't do,0.002608640817925334,0
2025-11-23 21:35:34.506529,red leather yellow leather,0.001848492887802422,0
2025-11-23 21:35:39.044480,she sells ciche,0.007177411578595638,0
2025-11-23 21:35:46.357602,she sells seashells by the seashore,0.017359446734189987,0
2025-11-23 21:35:52.041262,I want to go to the beach,0.005217571277171373,0
2025-11-23 21:36:00.608534,natural language processing as fas,0.001157329767011106,0
2025-11-23 21:36:06.962708,natural language processing is fascin,0.002888174494728446,0
2025-11-23 21:36:17.570600,the graphics processing unit is running hot,0.0005195311969146132,0
2025-11-23 21:36:25.172283,touch designer is receiving the open sound control messages,0.0005480193649418652,0
2025-11-23 21:36:29.951375,I ate to work,0.0033758871722966433,0
2025-11-23 21:36:34.848772,I hate work,0.9949679970741272,1
2025-11-23 21:36:40.171193,I'm killing it at the gym,0.21889092028141022,0
2025-11-23 21:36:46.832753,I had broccoli,0.003743494162335992,0
2025-11-23 21:36:52.102498,I hate broccoli,0.9926896691322327,1
2025-11-23 21:36:56.584586,broccoli should,0.002598316641524434,0
2025-11-23 21:37:04.607537,broccoli should be killed,0.05339968949556351,0
2025-11-23 21:37:10.412199,it's,0.0026978885289281607,0
2025-11-23 21:37:15.086590,it is fine,0.0019497378962114453,0
2025-11-23 21:37:18.610366,it's fine,0.0023673896212130785,0
2025-11-23 21:37:21.804228,what are you doing,0.00401940755546093,0
2025-11-23 21:37:27.157544,this is amazing work,0.0014345297822728753,0
2025-11-23 21:37:31.259303,we are killing it,0.920423686504364,1
2025-11-23 21:37:36.956253,you shouldn't be killing,0.9050516486167908,1
